Time (s),Channel,Data
-2.7493,GPIO11,1
-2.7492,logic_clk,0
-2.7491,logic_clk,1
-2.7491,GPIO11,0
-2.749,logic_clk,0
-2.7489,logic_clk,1
-2.7489,GPIO11,1
-2.7488,logic_clk,0
-2.7487,logic_clk,1
-2.7487,GPIO11,0
-2.7486,logic_clk,0
-2.7485,logic_clk,1
-2.7485,GPIO11,1
-2.7484,logic_clk,0
-2.7483,logic_clk,1
-2.7483,GPIO11,0
-2.7482,logic_clk,0
-2.7481,logic_clk,1
-2.7481,GPIO11,1
-2.748,logic_clk,0
-2.7479,logic_clk,1
-2.7479,GPIO11,0
-2.7478,logic_clk,0
-2.7477,logic_clk,1
-2.7477,GPIO11,1
-2.7476,logic_clk,0
-2.7475,logic_clk,1
-2.7475,GPIO11,0
-2.7474,logic_clk,0
-2.7473,logic_clk,1
-2.7473,GPIO11,1
-2.7472,logic_clk,0
-2.7471,logic_clk,1
-2.7471,GPIO11,0
-2.747,logic_clk,0
-2.7469,logic_clk,1
-2.7469,GPIO11,1
-2.7468,logic_clk,0
-2.7467,logic_clk,1
-2.7467,GPIO11,0
-2.7466,logic_clk,0
-2.7465,logic_clk,1
-2.7465,GPIO11,1
-2.7464,logic_clk,0
-2.7463,logic_clk,1
-2.7463,GPIO11,0
-2.7462,logic_clk,0
-2.7461,logic_clk,1
-2.7461,GPIO11,1
-2.746,logic_clk,0
-2.7459,logic_clk,1
-2.7459,GPIO11,0
-2.7458,logic_clk,0
-2.7457,logic_clk,1
-2.7457,GPIO11,1
-2.7456,logic_clk,0
-2.7455,logic_clk,1
-2.7455,GPIO11,0
-2.7454,logic_clk,0
-2.74535,logic_clk,1
-2.74535,GPIO11,1
-2.74525,logic_clk,0
-2.74515,logic_clk,1
-2.74515,GPIO11,0
-2.74505,logic_clk,0
-2.74495,logic_clk,1
-2.74495,GPIO11,1
-2.74485,logic_clk,0
-2.74475,logic_clk,1
-2.74475,GPIO11,0
-2.74465,logic_clk,0
-2.74455,logic_clk,1
-2.74455,GPIO11,1
-2.74445,logic_clk,0
-2.74435,logic_clk,1
-2.74435,GPIO11,0
-2.74425,logic_clk,0
-2.74415,logic_clk,1
-2.74415,GPIO11,1
-2.74405,logic_clk,0
-2.74395,logic_clk,1
-2.74395,GPIO11,0
-2.74385,logic_clk,0
-2.74375,logic_clk,1
-2.74375,GPIO11,1
-2.74365,logic_clk,0
-2.74355,logic_clk,1
-2.74355,GPIO11,0
-2.74345,logic_clk,0
-2.74335,logic_clk,1
-2.74335,GPIO11,1
-2.74325,logic_clk,0
-2.74315,logic_clk,1
-2.74315,GPIO11,0
-2.74305,logic_clk,0
-2.74295,logic_clk,1
-2.74295,GPIO11,1
-2.74285,logic_clk,0
-2.74275,logic_clk,1
-2.74275,GPIO11,0
-2.74265,logic_clk,0
-2.74255,logic_clk,1
-2.74255,GPIO11,1
-2.74245,logic_clk,0
-2.74235,logic_clk,1
-2.74235,GPIO11,0
-2.74225,logic_clk,0
-2.74215,logic_clk,1
-2.74215,GPIO11,1
-2.74205,logic_clk,0
-2.74195,logic_clk,1
-2.74195,GPIO11,0
-2.74185,logic_clk,0
-2.74175,logic_clk,1
-2.74175,GPIO11,1
-2.74165,logic_clk,0
-2.74155,logic_clk,1
-2.74155,GPIO11,0
-2.74145,logic_clk,0
-2.74135,logic_clk,1
-2.74135,GPIO11,1
-2.74125,logic_clk,0
-2.74115,logic_clk,1
-2.74115,GPIO11,0
-2.74105,logic_clk,0
-2.74095,logic_clk,1
-2.74095,GPIO11,1
-2.74085,logic_clk,0
-2.74075,logic_clk,1
-2.74075,GPIO11,0
-2.74065,logic_clk,0
-2.74055,logic_clk,1
-2.74055,GPIO11,1
-2.74045,logic_clk,0
-2.74035,logic_clk,1
-2.74035,GPIO11,0
-2.74025,logic_clk,0
-2.74015,logic_clk,1
-2.74015,GPIO11,1
-2.74005,logic_clk,0
-2.73995,logic_clk,1
-2.73995,GPIO11,0
-2.73985,logic_clk,0
-2.73975,logic_clk,1
-2.73975,GPIO11,1
-2.73965,logic_clk,0
-2.73955,logic_clk,1
-2.73955,GPIO11,0
-2.73945,logic_clk,0
-2.73935,logic_clk,1
-2.73935,GPIO11,1
-2.73925,logic_clk,0
-2.73915,logic_clk,1
-2.73915,GPIO11,0
-2.73905,logic_clk,0
-2.73895,logic_clk,1
-2.73895,GPIO11,1
-2.73885,logic_clk,0
-2.73875,logic_clk,1
-2.73875,GPIO11,0
-2.73865,logic_clk,0
-2.73855,logic_clk,1
-2.73855,GPIO11,1
-2.73845,logic_clk,0
-2.73835,logic_clk,1
-2.73835,GPIO11,0
-2.73825,logic_clk,0
-2.73815,logic_clk,1
-2.73815,GPIO11,1
-2.73805,logic_clk,0
-2.73795,logic_clk,1
-2.73795,GPIO11,0
-2.73785,logic_clk,0
-2.73775,logic_clk,1
-2.73775,GPIO11,1
-2.73765,logic_clk,0
-2.73755,logic_clk,1
-2.73755,GPIO11,0
-2.73745,logic_clk,0
-2.73735,logic_clk,1
-2.73735,GPIO11,1
-2.73725,logic_clk,0
-2.73715,logic_clk,1
-2.73715,GPIO11,0
-2.73705,logic_clk,0
-2.73695,logic_clk,1
-2.73695,GPIO11,1
-2.73685,logic_clk,0
-2.73675,logic_clk,1
-2.73675,GPIO11,0
-2.73665,logic_clk,0
-2.73655,logic_clk,1
-2.73655,GPIO11,1
-2.73645,logic_clk,0
-2.73635,logic_clk,1
-2.73635,GPIO11,0
-2.73625,logic_clk,0
-2.73615,logic_clk,1
-2.73615,GPIO11,1
-2.73605,logic_clk,0
-2.73595,logic_clk,1
-2.73595,GPIO11,0
-2.73585,logic_clk,0
-2.73575,logic_clk,1
-2.73575,GPIO11,1
-2.73565,logic_clk,0
-2.73555,logic_clk,1
-2.73555,GPIO11,0
-2.73545,logic_clk,0
-2.73535,logic_clk,1
-2.73535,GPIO11,1
-2.73525,logic_clk,0
-2.73515,logic_clk,1
-2.73515,GPIO11,0
-2.73505,logic_clk,0
-2.73495,logic_clk,1
-2.73495,GPIO11,1
-2.73485,logic_clk,0
-2.73475,logic_clk,1
-2.73475,GPIO11,0
-2.73465,logic_clk,0
-2.73455,logic_clk,1
-2.73455,GPIO11,1
-2.73445,logic_clk,0
-2.73435,logic_clk,1
-2.73435,GPIO11,0
-2.73425,logic_clk,0
-2.73415,logic_clk,1
-2.73415,GPIO11,1
-2.73405,logic_clk,0
-2.73395,logic_clk,1
-2.73395,GPIO11,0
-2.73385,logic_clk,0
-2.73375,logic_clk,1
-2.73375,GPIO11,1
-2.73365,logic_clk,0
-2.73355,logic_clk,1
-2.73355,GPIO11,0
-2.73345,logic_clk,0
-2.73335,logic_clk,1
-2.73335,GPIO11,1
-2.73325,logic_clk,0
-2.73315,logic_clk,1
-2.73315,GPIO11,0
-2.73305,logic_clk,0
-2.73295,logic_clk,1
-2.73295,GPIO11,1
-2.73285,logic_clk,0
-2.73275,logic_clk,1
-2.73275,GPIO11,0
-2.73265,logic_clk,0
-2.73255,logic_clk,1
-2.73255,GPIO11,1
-2.73245,logic_clk,0
-2.73235,logic_clk,1
-2.73235,GPIO11,0
-2.73225,logic_clk,0
-2.73215,logic_clk,1
-2.73215,GPIO11,1
-2.73205,logic_clk,0
-2.73195,logic_clk,1
-2.73195,GPIO11,0
-2.73185,logic_clk,0
-2.73175,logic_clk,1
-2.73175,GPIO11,1
-2.73165,logic_clk,0
-2.73155,logic_clk,1
-2.73155,GPIO11,0
-2.73145,logic_clk,0
-2.73135,logic_clk,1
-2.73135,GPIO11,1
-2.73125,logic_clk,0
-2.73115,logic_clk,1
-2.73115,GPIO11,0
-2.73105,logic_clk,0
-2.73095,logic_clk,1
-2.73095,GPIO11,1
-2.73085,logic_clk,0
-2.73075,logic_clk,1
-2.73075,GPIO11,0
-2.73065,logic_clk,0
-2.73055,logic_clk,1
-2.73055,GPIO11,1
-2.73045,logic_clk,0
-2.73035,logic_clk,1
-2.73035,GPIO11,0
-2.73025,logic_clk,0
-2.73015,logic_clk,1
-2.73015,GPIO11,1
-2.73005,logic_clk,0
-2.72995,logic_clk,1
-2.72995,GPIO11,0
-2.72985,logic_clk,0
-2.72975,logic_clk,1
-2.72975,GPIO11,1
-2.72965,logic_clk,0
-2.72955,logic_clk,1
-2.72955,GPIO11,0
-2.72945,logic_clk,0
-2.72935,logic_clk,1
-2.72935,GPIO11,1
-2.72925,logic_clk,0
-2.72915,logic_clk,1
-2.72915,GPIO11,0
-2.72905,logic_clk,0
-2.72895,logic_clk,1
-2.72895,GPIO11,1
-2.72885,logic_clk,0
-2.72875,logic_clk,1
-2.72875,GPIO11,0
-2.72865,logic_clk,0
-2.72855,logic_clk,1
-2.72855,GPIO11,1
-2.72845,logic_clk,0
-2.72835,logic_clk,1
-2.72835,GPIO11,0
-2.72825,logic_clk,0
-2.72815,logic_clk,1
-2.72815,GPIO11,1
-2.72805,logic_clk,0
-2.72795,logic_clk,1
-2.72795,GPIO11,0
-2.72785,logic_clk,0
-2.72775,logic_clk,1
-2.72775,GPIO11,1
-2.72765,logic_clk,0
-2.72755,logic_clk,1
-2.72755,GPIO11,0
-2.72745,logic_clk,0
-2.72735,logic_clk,1
-2.72735,GPIO11,1
-2.72725,logic_clk,0
-2.72715,logic_clk,1
-2.72715,GPIO11,0
-2.7271,logic_clk,0
-2.727,logic_clk,1
-2.727,GPIO11,1
-2.7269,logic_clk,0
-2.7268,logic_clk,1
-2.7268,GPIO11,0
-2.7267,logic_clk,0
-2.7266,logic_clk,1
-2.7266,GPIO11,1
-2.7265,logic_clk,0
-2.7264,logic_clk,1
-2.7264,GPIO11,0
-2.7263,logic_clk,0
-2.7262,logic_clk,1
-2.7262,GPIO11,1
-2.7261,logic_clk,0
-2.726,logic_clk,1
-2.726,GPIO11,0
-2.7259,logic_clk,0
-2.7258,logic_clk,1
-2.7258,GPIO11,1
-2.7257,logic_clk,0
-2.7256,logic_clk,1
-2.7256,GPIO11,0
-2.7255,logic_clk,0
-2.7254,logic_clk,1
-2.7254,GPIO11,1
-2.7253,logic_clk,0
-2.7252,logic_clk,1
-2.7252,GPIO11,0
-2.7251,logic_clk,0
-2.725,logic_clk,1
-2.725,GPIO11,1
-2.7249,logic_clk,0
-2.7248,logic_clk,1
-2.7248,GPIO11,0
-2.7247,logic_clk,0
-2.7246,logic_clk,1
-2.7246,GPIO11,1
-2.7245,logic_clk,0
-2.7244,logic_clk,1
-2.7244,GPIO11,0
-2.7243,logic_clk,0
-2.7242,logic_clk,1
-2.7242,GPIO11,1
-2.7241,logic_clk,0
-2.724,logic_clk,1
-2.724,GPIO11,0
-2.7239,logic_clk,0
-2.7238,logic_clk,1
-2.7238,GPIO11,1
-2.7237,logic_clk,0
-2.7236,logic_clk,1
-2.7236,GPIO11,0
-2.7235,logic_clk,0
-2.7234,logic_clk,1
-2.7234,GPIO11,1
-2.7233,logic_clk,0
-2.7232,logic_clk,1
-2.7232,GPIO11,0
-2.7231,logic_clk,0
-2.723,logic_clk,1
-2.723,GPIO11,1
-2.7229,logic_clk,0
-2.7228,logic_clk,1
-2.7228,GPIO11,0
-2.7227,logic_clk,0
-2.7226,logic_clk,1
-2.7226,GPIO11,1
-2.7225,logic_clk,0
-2.7224,logic_clk,1
-2.7224,GPIO11,0
-2.7223,logic_clk,0
-2.7222,logic_clk,1
-2.7222,GPIO11,1
-2.7221,logic_clk,0
-2.722,logic_clk,1
-2.722,GPIO11,0
-2.7219,logic_clk,0
-2.7218,logic_clk,1
-2.7218,GPIO11,1
-2.7217,logic_clk,0
-2.7216,logic_clk,1
-2.7216,GPIO11,0
-2.7215,logic_clk,0
-2.7214,logic_clk,1
-2.7214,GPIO11,1
-2.7213,logic_clk,0
-2.7212,logic_clk,1
-2.7212,GPIO11,0
-2.7211,logic_clk,0
-2.721,logic_clk,1
-2.721,GPIO11,1
-2.7209,logic_clk,0
-2.7208,logic_clk,1
-2.7208,GPIO11,0
-2.7207,logic_clk,0
-2.7206,logic_clk,1
-2.7206,GPIO11,1
-2.7205,logic_clk,0
-2.7204,logic_clk,1
-2.7204,GPIO11,0
-2.7203,logic_clk,0
-2.7202,logic_clk,1
-2.7202,GPIO11,1
-2.7201,logic_clk,0
-2.72,logic_clk,1
-2.72,GPIO11,0
-2.7199,logic_clk,0
-2.7198,logic_clk,1
-2.7198,GPIO11,1
-2.7197,logic_clk,0
-2.7196,logic_clk,1
-2.7196,GPIO11,0
-2.7195,logic_clk,0
-2.7194,logic_clk,1
-2.7194,GPIO11,1
-2.7193,logic_clk,0
-2.7192,logic_clk,1
-2.7192,GPIO11,0
-2.7191,logic_clk,0
-2.719,logic_clk,1
-2.719,GPIO11,1
-2.7189,logic_clk,0
-2.7188,logic_clk,1
-2.7188,GPIO11,0
-2.7187,logic_clk,0
-2.7186,logic_clk,1
-2.7186,GPIO11,1
-2.7185,logic_clk,0
-2.7184,logic_clk,1
-2.7184,GPIO11,0
-2.7183,logic_clk,0
-2.7182,logic_clk,1
-2.7182,GPIO11,1
-2.7181,logic_clk,0
-2.718,logic_clk,1
-2.718,GPIO11,0
-2.7179,logic_clk,0
-2.7178,logic_clk,1
-2.7178,GPIO11,1
-2.7177,logic_clk,0
-2.7176,logic_clk,1
-2.7176,GPIO11,0
-2.7175,logic_clk,0
-2.7174,logic_clk,1
-2.7174,GPIO11,1
-2.7173,logic_clk,0
-2.7172,logic_clk,1
-2.7172,GPIO11,0
-2.7171,logic_clk,0
-2.717,logic_clk,1
-2.717,GPIO11,1
-2.7169,logic_clk,0
-2.7168,logic_clk,1
-2.7168,GPIO11,0
-2.7167,logic_clk,0
-2.7166,logic_clk,1
-2.7166,GPIO11,1
-2.7165,logic_clk,0
-2.7164,logic_clk,1
-2.7164,GPIO11,0
-2.7163,logic_clk,0
-2.7162,logic_clk,1
-2.7162,GPIO11,1
-2.7161,logic_clk,0
-2.716,logic_clk,1
-2.716,GPIO11,0
-2.7159,logic_clk,0
-2.7158,logic_clk,1
-2.7158,GPIO11,1
-2.7157,logic_clk,0
-2.7156,logic_clk,1
-2.7156,GPIO11,0
-2.7155,logic_clk,0
-2.7154,logic_clk,1
-2.7154,GPIO11,1
-2.7153,logic_clk,0
-2.7152,logic_clk,1
-2.7152,GPIO11,0
-2.7151,logic_clk,0
-2.715,logic_clk,1
-2.715,GPIO11,1
-2.7149,logic_clk,0
-2.7148,logic_clk,1
-2.7148,GPIO11,0
-2.7147,logic_clk,0
-2.7146,logic_clk,1
-2.7146,GPIO11,1
-2.7145,logic_clk,0
-2.7144,logic_clk,1
-2.7144,GPIO11,0
-2.7143,logic_clk,0
-2.7142,logic_clk,1
-2.7142,GPIO11,1
-2.7141,logic_clk,0
-2.714,logic_clk,1
-2.714,GPIO11,0
-2.7139,logic_clk,0
-2.7138,logic_clk,1
-2.7138,GPIO11,1
-2.7137,logic_clk,0
-2.7136,logic_clk,1
-2.7136,GPIO11,0
-2.7135,logic_clk,0
-2.7134,logic_clk,1
-2.7134,GPIO11,1
-2.7133,logic_clk,0
-2.7132,logic_clk,1
-2.7132,GPIO11,0
-2.7131,logic_clk,0
-2.713,logic_clk,1
-2.713,GPIO11,1
-2.7129,logic_clk,0
-2.7128,logic_clk,1
-2.7128,GPIO11,0
-2.7127,logic_clk,0
-2.7126,logic_clk,1
-2.7126,GPIO11,1
-2.7125,logic_clk,0
-2.7124,logic_clk,1
-2.7124,GPIO11,0
-2.7123,logic_clk,0
-2.7122,logic_clk,1
-2.7122,GPIO11,1
-2.7121,logic_clk,0
-2.712,logic_clk,1
-2.712,GPIO11,0
-2.7119,logic_clk,0
-2.7118,logic_clk,1
-2.7118,GPIO11,1
-2.7117,logic_clk,0
-2.7116,logic_clk,1
-2.7116,GPIO11,0
-2.7115,logic_clk,0
-2.7114,logic_clk,1
-2.7114,GPIO11,1
-2.7113,logic_clk,0
-2.7112,logic_clk,1
-2.7112,GPIO11,0
-2.7111,logic_clk,0
-2.711,logic_clk,1
-2.711,GPIO11,1
-2.7109,logic_clk,0
-2.7108,logic_clk,1
-2.7108,GPIO11,0
-2.7107,logic_clk,0
-2.7106,logic_clk,1
-2.7106,GPIO11,1
-2.7105,logic_clk,0
-2.7104,logic_clk,1
-2.7104,GPIO11,0
-2.7103,logic_clk,0
-2.7102,logic_clk,1
-2.7102,GPIO11,1
-2.7101,logic_clk,0
-2.71,logic_clk,1
-2.71,GPIO11,0
-2.7099,logic_clk,0
-2.7098,logic_clk,1
-2.7098,GPIO11,1
-2.7097,logic_clk,0
-2.7096,logic_clk,1
-2.7096,GPIO11,0
-2.7095,logic_clk,0
-2.7094,logic_clk,1
-2.7094,GPIO11,1
-2.7093,logic_clk,0
-2.7092,logic_clk,1
-2.7092,GPIO11,0
-2.7091,logic_clk,0
-2.709,logic_clk,1
-2.709,GPIO11,1
-2.70895,logic_clk,0
-2.70885,logic_clk,1
-2.70885,GPIO11,0
-2.70875,logic_clk,0
-2.70865,logic_clk,1
-2.70865,GPIO11,1
-2.70855,logic_clk,0
-2.70845,logic_clk,1
-2.70845,GPIO11,0
-2.70835,logic_clk,0
-2.70825,logic_clk,1
-2.70825,GPIO11,1
-2.70815,logic_clk,0
-2.70805,logic_clk,1
-2.70805,GPIO11,0
-2.70795,logic_clk,0
-2.70785,logic_clk,1
-2.70785,GPIO11,1
-2.70775,logic_clk,0
-2.70765,logic_clk,1
-2.70765,GPIO11,0
-2.70755,logic_clk,0
-2.70745,logic_clk,1
-2.70745,GPIO11,1
-2.70735,logic_clk,0
-2.70725,logic_clk,1
-2.70725,GPIO11,0
-2.70715,logic_clk,0
-2.70705,logic_clk,1
-2.70705,GPIO11,1
-2.70695,logic_clk,0
-2.70685,logic_clk,1
-2.70685,GPIO11,0
-2.70675,logic_clk,0
-2.70665,logic_clk,1
-2.70665,GPIO11,1
-2.70655,logic_clk,0
-2.70645,logic_clk,1
-2.70645,GPIO11,0
-2.70635,logic_clk,0
-2.70625,logic_clk,1
-2.70625,GPIO11,1
-2.70615,logic_clk,0
-2.70605,logic_clk,1
-2.70605,GPIO11,0
-2.70595,logic_clk,0
-2.70585,logic_clk,1
-2.70585,GPIO11,1
-2.70575,logic_clk,0
-2.70565,logic_clk,1
-2.70565,GPIO11,0
-2.70555,logic_clk,0
-2.70545,logic_clk,1
-2.70545,GPIO11,1
-2.70535,logic_clk,0
-2.70525,logic_clk,1
-2.70525,GPIO11,0
-2.70515,logic_clk,0
-2.70505,logic_clk,1
-2.70505,GPIO11,1
-2.70495,logic_clk,0
-2.70485,logic_clk,1
-2.70485,GPIO11,0
-2.70475,logic_clk,0
-2.70465,logic_clk,1
-2.70465,GPIO11,1
-2.70455,logic_clk,0
-2.70445,logic_clk,1
-2.70445,GPIO11,0
-2.70435,logic_clk,0
-2.70425,logic_clk,1
-2.70425,GPIO11,1
-2.70415,logic_clk,0
-2.70405,logic_clk,1
-2.70405,GPIO11,0
-2.70395,logic_clk,0
-2.70385,logic_clk,1
-2.70385,GPIO11,1
-2.70375,logic_clk,0
-2.70365,logic_clk,1
-2.70365,GPIO11,0
-2.70355,logic_clk,0
-2.70345,logic_clk,1
-2.70345,GPIO11,1
-2.70335,logic_clk,0
-2.70325,logic_clk,1
-2.70325,GPIO11,0
-2.70315,logic_clk,0
-2.70305,logic_clk,1
-2.70305,GPIO11,1
-2.70295,logic_clk,0
-2.70285,logic_clk,1
-2.70285,GPIO11,0
-2.70275,logic_clk,0
-2.70265,logic_clk,1
-2.70265,GPIO11,1
-2.70255,logic_clk,0
-2.70245,logic_clk,1
-2.70245,GPIO11,0
-2.70235,logic_clk,0
-2.70225,logic_clk,1
-2.70225,GPIO11,1
-2.70215,logic_clk,0
-2.70205,logic_clk,1
-2.70205,GPIO11,0
-2.70195,logic_clk,0
-2.70185,logic_clk,1
-2.70185,GPIO11,1
-2.70175,logic_clk,0
-2.70165,logic_clk,1
-2.70165,GPIO11,0
-2.70155,logic_clk,0
-2.70145,logic_clk,1
-2.70145,GPIO11,1
-2.70135,logic_clk,0
-2.70125,logic_clk,1
-2.70125,GPIO11,0
-2.70115,logic_clk,0
-2.70105,logic_clk,1
-2.70105,GPIO11,1
-2.70095,logic_clk,0
-2.70085,logic_clk,1
-2.70085,GPIO11,0
-2.70075,logic_clk,0
-2.70065,logic_clk,1
-2.70065,GPIO11,1
-2.70055,logic_clk,0
-2.70045,logic_clk,1
-2.70045,GPIO11,0
-2.70035,logic_clk,0
-2.70025,logic_clk,1
-2.70025,GPIO11,1
-2.70015,logic_clk,0
-2.70005,logic_clk,1
-2.70005,GPIO11,0
-2.69995,logic_clk,0
-2.69985,logic_clk,1
-2.69985,GPIO11,1
-2.69975,logic_clk,0
-2.69965,logic_clk,1
-2.69965,GPIO11,0
-2.69955,logic_clk,0
-2.69945,logic_clk,1
-2.69945,GPIO11,1
-2.69935,logic_clk,0
-2.69925,logic_clk,1
-2.69925,GPIO11,0
-2.69915,logic_clk,0
-2.69905,logic_clk,1
-2.69905,GPIO11,1
-2.69895,logic_clk,0
-2.69885,logic_clk,1
-2.69885,GPIO11,0
-2.69875,logic_clk,0
-2.69865,logic_clk,1
-2.69865,GPIO11,1
-2.69855,logic_clk,0
-2.69845,logic_clk,1
-2.69845,GPIO11,0
-2.69835,logic_clk,0
-2.69825,logic_clk,1
-2.69825,GPIO11,1
-2.69815,logic_clk,0
-2.69805,logic_clk,1
-2.69805,GPIO11,0
-2.69795,logic_clk,0
-2.69785,logic_clk,1
-2.69785,GPIO11,1
-2.69775,logic_clk,0
-2.69765,logic_clk,1
-2.69765,GPIO11,0
-2.69755,logic_clk,0
-2.69745,logic_clk,1
-2.69745,GPIO11,1
-2.69735,logic_clk,0
-2.69725,logic_clk,1
-2.69725,GPIO11,0
-2.69715,logic_clk,0
-2.69705,logic_clk,1
-2.69705,GPIO11,1
-2.69695,logic_clk,0
-2.69685,logic_clk,1
-2.69685,GPIO11,0
-2.69675,logic_clk,0
-2.69665,logic_clk,1
-2.69665,GPIO11,1
-2.69655,logic_clk,0
-2.69645,logic_clk,1
-2.69645,GPIO11,0
-2.69635,logic_clk,0
-2.69625,logic_clk,1
-2.69625,GPIO11,1
-2.69615,logic_clk,0
-2.69605,logic_clk,1
-2.69605,GPIO11,0
-2.69595,logic_clk,0
-2.69585,logic_clk,1
-2.69585,GPIO11,1
-2.69575,logic_clk,0
-2.69565,logic_clk,1
-2.69565,GPIO11,0
-2.69555,logic_clk,0
-2.69545,logic_clk,1
-2.69545,GPIO11,1
-2.69535,logic_clk,0
-2.69525,logic_clk,1
-2.69525,GPIO11,0
-2.69515,logic_clk,0
-2.69505,logic_clk,1
-2.69505,GPIO11,1
-2.69495,logic_clk,0
-2.69485,logic_clk,1
-2.69485,GPIO11,0
-2.69475,logic_clk,0
-2.69465,logic_clk,1
-2.69465,GPIO11,1
-2.69455,logic_clk,0
-2.69445,logic_clk,1
-2.69445,GPIO11,0
-2.69435,logic_clk,0
-2.69425,logic_clk,1
-2.69425,GPIO11,1
-2.69415,logic_clk,0
-2.69405,logic_clk,1
-2.69405,GPIO11,0
-2.69395,logic_clk,0
-2.69385,logic_clk,1
-2.69385,GPIO11,1
-2.69375,logic_clk,0
-2.69365,logic_clk,1
-2.69365,GPIO11,0
-2.69355,logic_clk,0
-2.69345,logic_clk,1
-2.69345,GPIO11,1
-2.69335,logic_clk,0
-2.69325,logic_clk,1
-2.69325,GPIO11,0
-2.69315,logic_clk,0
-2.69305,logic_clk,1
-2.69305,GPIO11,1
-2.69295,logic_clk,0
-2.69285,logic_clk,1
-2.69285,GPIO11,0
-2.69275,logic_clk,0
-2.69265,logic_clk,1
-2.69265,GPIO11,1
-2.69255,logic_clk,0
-2.69245,logic_clk,1
-2.69245,GPIO11,0
-2.69235,logic_clk,0
-2.69225,logic_clk,1
-2.69225,GPIO11,1
-2.69215,logic_clk,0
-2.69205,logic_clk,1
-2.69205,GPIO11,0
-2.69195,logic_clk,0
-2.69185,logic_clk,1
-2.69185,GPIO11,1
-2.69175,logic_clk,0
-2.69165,logic_clk,1
-2.69165,GPIO11,0
-2.69155,logic_clk,0
-2.69145,logic_clk,1
-2.69145,GPIO11,1
-2.69135,logic_clk,0
-2.69125,logic_clk,1
-2.69125,GPIO11,0
-2.69115,logic_clk,0
-2.69105,logic_clk,1
-2.69105,GPIO11,1
-2.69095,logic_clk,0
-2.6909,logic_clk,1
-2.6909,GPIO11,0
-2.6908,logic_clk,0
-2.6907,logic_clk,1
-2.6907,GPIO11,1
-2.6906,logic_clk,0
-2.6905,logic_clk,1
-2.6905,GPIO11,0
-2.6904,logic_clk,0
-2.6903,logic_clk,1
-2.6903,GPIO11,1
-2.6902,logic_clk,0
-2.6901,logic_clk,1
-2.6901,GPIO11,0
-2.69,logic_clk,0
-2.6899,logic_clk,1
-2.6899,GPIO11,1
-2.6898,logic_clk,0
-2.6897,logic_clk,1
-2.6897,GPIO11,0
-2.6896,logic_clk,0
-2.6895,logic_clk,1
-2.6895,GPIO11,1
-2.6894,logic_clk,0
-2.6893,logic_clk,1
-2.6893,GPIO11,0
-2.6892,logic_clk,0
-2.6891,logic_clk,1
-2.6891,GPIO11,1
-2.689,logic_clk,0
-2.6889,logic_clk,1
-2.6889,GPIO11,0
-2.6888,logic_clk,0
-2.6887,logic_clk,1
-2.6887,GPIO11,1
-2.6886,logic_clk,0
-2.6885,logic_clk,1
-2.6885,GPIO11,0
-2.6884,logic_clk,0
-2.6883,logic_clk,1
-2.6883,GPIO11,1
-2.6882,logic_clk,0
-2.6881,logic_clk,1
-2.6881,GPIO11,0
-2.688,logic_clk,0
-2.6879,logic_clk,1
-2.6879,GPIO11,1
-2.6878,logic_clk,0
-2.6877,logic_clk,1
-2.6877,GPIO11,0
-2.6876,logic_clk,0
-2.6875,logic_clk,1
-2.6875,GPIO11,1
-2.6874,logic_clk,0
-2.6873,logic_clk,1
-2.6873,GPIO11,0
-2.6872,logic_clk,0
-2.6871,logic_clk,1
-2.6871,GPIO11,1
-2.687,logic_clk,0
-2.6869,logic_clk,1
-2.6869,GPIO11,0
-2.6868,logic_clk,0
-2.6867,logic_clk,1
-2.6867,GPIO11,1
-2.6866,logic_clk,0
-2.6865,logic_clk,1
-2.6865,GPIO11,0
-2.6864,logic_clk,0
-2.6863,logic_clk,1
-2.6863,GPIO11,1
-2.6862,logic_clk,0
-2.6861,logic_clk,1
-2.6861,GPIO11,0
-2.686,logic_clk,0
-2.6859,logic_clk,1
-2.6859,GPIO11,1
-2.6858,logic_clk,0
-2.6857,logic_clk,1
-2.6857,GPIO11,0
-2.6856,logic_clk,0
-2.6855,logic_clk,1
-2.6855,GPIO11,1
-2.6854,logic_clk,0
-2.6853,logic_clk,1
-2.6853,GPIO11,0
-2.6852,logic_clk,0
-2.6851,logic_clk,1
-2.6851,GPIO11,1
-2.685,logic_clk,0
-2.6849,logic_clk,1
-2.6849,GPIO11,0
-2.6848,logic_clk,0
-2.6847,logic_clk,1
-2.6847,GPIO11,1
-2.6846,logic_clk,0
-2.6845,logic_clk,1
-2.6845,GPIO11,0
-2.6844,logic_clk,0
-2.6843,logic_clk,1
-2.6843,GPIO11,1
-2.6842,logic_clk,0
-2.6841,logic_clk,1
-2.6841,GPIO11,0
-2.684,logic_clk,0
-2.6839,logic_clk,1
-2.6839,GPIO11,1
-2.6838,logic_clk,0
-2.6837,logic_clk,1
-2.6837,GPIO11,0
-2.6836,logic_clk,0
-2.6835,logic_clk,1
-2.6835,GPIO11,1
-2.6834,logic_clk,0
-2.6833,logic_clk,1
-2.6833,GPIO11,0
-2.6832,logic_clk,0
-2.6831,logic_clk,1
-2.6831,GPIO11,1
-2.683,logic_clk,0
-2.6829,logic_clk,1
-2.6829,GPIO11,0
-2.6828,logic_clk,0
-2.6827,logic_clk,1
